This is the collection of BMW vehicles on soloautosmx website
Vehicle	Cylinder	Capacity	Transmission	Fuel Type	Door
2013 BMW X5 xDrive30iA M Sport	6	3.0	automático	gasolina premium	5
2013 BMW X1 sDrive20iA	4	2.0	automático	gasolina premium	5
2013 BMW Serie 1 118i	4	1.6	manual	gasolina premium	3
2013 MINI MINI 1.6 Cooper Coupe S Chili AT	4	1.6	automático	gasolina premium	3
2013 MINI Countryman John Cooper Works Hot Chili MT	4	1.6	manual	gasolina premium	5
2013 BMW Serie 1 118iA	4	1.6	automático	gasolina premium	3
2013 MINI Mini Cooper Salt AT	4	1.6	automático	gasolina premium	3
2013 BMW X3 3.0 xDrive 28iA AT	6	3.0	automático	gasolina premium	5
2013 MINI Mini Cooper Salt AT	4	1.6	automático	gasolina premium	3
2013 BMW Serie 3 328iA Sport Line	4	2.0	automático	gasolina premium	4
2013 BMW Serie 3 320iA M Sport	4	2.0	automático	gasolina premium	4
2013 BMW X3 3.0 xDrive 35iA Top AT	6	3.0	automático	gasolina premium	5
2013 BMW X6 xDrive50iA	8	4.4	automático	gasolina premium	5
2013 BMW X5 3.0 xDrive 35iA Premium	6	3.0	automático	gasolina premium	5
BMW Series 3 2013			Automatica	Gasolina	
2013 BMW Serie 3 335iA Convertible M Sport	6	3.0	automático	gasolina premium	2
2013 BMW X6 xDrive50iA	8	4.4	automático	gasolina premium	5
2013 BMW Serie 1 125iA Coupe	6	3.0	automático	gasolina premium	2
2013 BMW Serie 3 335i Sport Line	6	3.0	manual	gasolina premium	4
2013 BMW X5 xDrive30iA Editon Sport	6	3.0	automático	gasolina premium	5
2013 BMW X3 3.0 xDrive 28iA Lujo AT	6	3.0	automático	gasolina premium	5
2013 BMW X5 xDrive35iA Edition Exclusive 7 Seater	6	3.0	automático	gasolina premium	5
2013 MINI Mini Cooper S Hot Chili AT	4	1.6	automático	gasolina premium	3
2013 BMW Serie 1 135i Coupe MT	6	3.0	manual	gasolina premium	2
2013 BMW X3 3.0 xDrive 28iA AT	6	3.0	automático	gasolina premium	5
2013 MINI Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2013 BMW Serie 5 530iA Lujo	6	3.0	automático	gasolina premium	4
2013 MINI Mini Cooper S Hot Chili AT	4	1.6	automático	gasolina premium	3
2013 BMW X5 3.0 xDrive 35iA	6	3.0	automático	gasolina premium	5
2013 BMW Serie 3 320i	4	2.0	manual	gasolina premium	4
2013 BMW Serie 3 328iA Sport Line	4	2.0	automático	gasolina premium	4
2013 MINI Mini John Cooper Works Convertible	4	1.6	automático	gasolina premium	2
2013 BMW Serie 3 335i	6	3.0	manual	gasolina premium	4
2013 MINI Mini John Cooper Works Convertible	4	1.6	automático	gasolina premium	2
2013 MINI Mini Cooper S Hot Chili AT	4	1.6	automático	gasolina premium	3
2014 BMW Serie 3 320iA M Sport	4	2.0	automático	gasolina premium	4
2014 BMW Serie 3 320iA Modern Line	4	2.0	automático	gasolina premium	4
2014 BMW Serie 3 320iA Sport Line	4	2.0	automático	gasolina premium	4
2014 BMW Serie 3 335i M Sport	6	3.0	manual	gasolina premium	4
2014 BMW Serie 3 320iA Sport Line	4	2.0	automático	gasolina premium	4
2014 BMW X1 sDrive20iA X Line	4	2.0	automático	gasolina premium	5
2014 BMW Serie 4 435iA M Sport	6	3.0	automático	gasolina premium	2
2014 BMW Serie 3 320iA M Sport	4	2.0	automático	gasolina premium	4
2014 BMW Serie 4 435iA M Sport	6	3.0	automático	gasolina premium	2
2014 MINI Countryman S Hot Chili All 4 TA	4	1.6	automático	gasolina premium	5
2014 BMW Serie 3 320i Luxury Line	4	2.0	manual	gasolina premium	4
2014 BMW Serie 3 335iA M Sport	6	3.0	automático	gasolina premium	4
2014 BMW Serie 4 428iA Sport Line	4	2.0	automático	gasolina premium	2
2014 BMW X3 3.0 xDrive 28iA Top AT	4	2.0	automático	gasolina premium	5
2014 BMW Serie 5 520iA	4	2.0	automático	gasolina premium	4
2014 BMW X1 2.0 sDrive20iA Business	4	2.0	automático	gasolina premium	5
2014 BMW Serie 1 118i	4	1.6	manual	gasolina premium	3
2014 BMW Serie 1 118iA Sport line Automático	4	1.6	automático	gasolina premium	5
2014 BMW Serie 3 320i Luxury Line	4	2.0	manual	gasolina premium	4
2014 BMW M X6M	8	4.4	automático	gasolina premium	5
2014 BMW Serie 5 535iA Luxury Line	6	3.0	automático	gasolina premium	4
2014 BMW X5 3.0 xDrive 35iA	6	3.0	automático	gasolina premium	5
2014 BMW M X6M	8	4.4	automático	gasolina premium	5
2014 BMW Serie 1 118i Sport Line	4	1.6	manual	gasolina premium	3
2014 BMW Serie 5 535iA Luxury Line	6	3.0	automático	gasolina premium	4
2014 MINI Countryman S Hot Chili All 4 TA	4	1.6	automático	gasolina premium	5
2014 BMW Serie 3 320i Sport Line	4	2.0	manual	gasolina premium	4
BMW Series 1 2014			Automatica	Gasolina	
2014 BMW Serie 3 320iA Sport Line	4	2.0	automático	gasolina premium	4
2014 BMW Serie 3 320i	4	2.0	manual	gasolina premium	4
2014 BMW X5 xDrive35iA M Sport	6	3.0	automático	gasolina premium	5
2014 BMW Serie 5 535iA Luxury Line	6	3.0	automático	gasolina premium	4
2014 BMW X5 4.4 xDrive50iA M Sport	8	4.4	automático	gasolina premium	5
2014 BMW Serie 3 328iA Sport Line	4	2.0	automático	gasolina premium	4
2014 BMW X5 4.4 xDrive 35iA Excelence	6	3.0	automático	gasolina premium	5
2014 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2014 MINI Countryman John Cooper Works Hot Chili AT	4	1.6	automático	gasolina premium	5
2014 MINI Countryman S Chili TA	4	1.6	automático	gasolina premium	5
2014 BMW X5 4.4 xDrive50iA M Sport	8	4.4	automático	gasolina premium	5
2014 BMW Serie 3 328i M Sport	4	2.0	manual	gasolina premium	4
2014 BMW X5 xDrive35iA M Sport	6	3.0	automático	gasolina premium	5
2014 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2014 BMW Serie 3 328i Sport Line	4	2.0	manual	gasolina premium	4
2014 BMW Serie 5 535iA Luxury Line	6	3.0	automático	gasolina premium	4
2014 BMW Serie 3 320iA Luxury Line	4	2.0	automático	gasolina premium	4
2014 BMW Serie 6 650iA Gran Coupe AT	8	4.4	automático	gasolina premium	4
2014 BMW Serie 3 320i Sport Line	4	2.0	manual	gasolina premium	4
2014 BMW X5 4.4 xDrive50iA M Sport	8	4.4	automático	gasolina premium	5
2014 BMW X1 sDrive20iA X Line	4	2.0	automático	gasolina premium	5
2014 MINI Countryman S Chili TA	4	1.6	automático	gasolina premium	5
2014 BMW X1 2.0 sDrive20iA Business	4	2.0	automático	gasolina premium	5
2014 BMW X5 4.4 xDrive50iA M Sport	8	4.4	automático	gasolina premium	5
2014 BMW Serie 4 428iA Luxury Line	4	2.0	automático	gasolina premium	2
2014 BMW X3 3.0 xDrive 28iA Top AT	4	2.0	automático	gasolina premium	5
2014 BMW Serie 3 320i Luxury Line	4	2.0	manual	gasolina premium	4
2014 BMW X1 sDrive20iA Sport Line	4	2.0	automático	gasolina premium	5
2014 BMW Serie 3 328i M Sport	4	2.0	manual	gasolina premium	4
2014 BMW X5 3.0 xDrive 35iA	6	3.0	automático	gasolina premium	5
2014 BMW X5 4.4 xDrive50iA M Sport	8	4.4	automático	gasolina premium	5
2014 BMW Serie 4 428iA Sport Line	4	2.0	automático	gasolina premium	2
2014 BMW X5 4.4 xDrive50iA M Sport	8	4.4	automático	gasolina premium	5
2014 BMW X5 4.4 xDrive50iA M Sport	8	4.4	automático	gasolina premium	5
2014 BMW Serie 3 320iA	4	2.0	automático	gasolina premium	4
2014 MINI MINI Cooper S Hot Chili AT	4	2.0	automático	gasolina premium	3
2014 BMW Serie 3 328i Luxury Line	4	2.0	manual	gasolina premium	4
2014 BMW Serie 3 320i Luxury Line	4	2.0	manual	gasolina premium	4
2014 BMW X1 2.0 sDrive20iA Business	4	2.0	automático	gasolina premium	5
2014 BMW Serie 5 535iA Luxury Line	6	3.0	automático	gasolina premium	4
2014 MINI MINI Cooper Salt AT	3	1.5	automático	gasolina premium	3
2014 BMW Serie 4 435iA M Sport	6	3.0	automático	gasolina premium	2
2014 BMW Serie 1 118i Sport line Manual	4	1.6	manual	gasolina premium	5
2014 BMW X3 3.0 xDrive 28iA AT	4	2.0	automático	gasolina premium	5
2014 BMW X6 X6 xDrive M Desing Edition	8	4.4	automático	gasolina premium	5
2014 BMW X3 3.0 xDrive 28iA AT	4	2.0	automático	gasolina premium	5
2014 BMW Serie 5 535iA Luxury Line	6	3.0	automático	gasolina premium	4
2014 BMW Serie 3 320i M Sport	4	2.0	manual	gasolina premium	4
2014 BMW Z4 3.5sDriveiA M Sport	6	3.0	manual	gasolina premium	2
2014 BMW X3 3.0 xDrive 28iA Top AT	4	2.0	automático	gasolina premium	5
2014 BMW Serie 3 328i Sport Line	4	2.0	manual	gasolina premium	4
2014 BMW X6 X6 xDrive M Desing Edition	8	4.4	automático	gasolina premium	5
2014 MINI Paceman Cooper S Paceman Hot Chili AT	4	1.6	automático	gasolina premium	3
2014 BMW Serie 4 428iA Luxury Line	4	2.0	automático	gasolina premium	2
2014 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2014 BMW Serie 1 118iA Sport line Automático	4	1.6	automático	gasolina premium	5
2014 BMW Serie 4 428iA Luxury Line	4	2.0	automático	gasolina premium	2
2014 BMW Serie 3 328i	4	2.0	manual	gasolina premium	4
2014 BMW X3 3.0 xDrive 28iA Top AT	4	2.0	automático	gasolina premium	5
2014 MINI Paceman Cooper S Paceman Hot Chili ALL 4 AT	4	1.6	automático	gasolina premium	3
2014 BMW X1 2.0 sDrive20iA Business	4	2.0	automático	gasolina premium	5
2014 BMW X3 3.0 xDrive 35iA M Sport AT	6	3.0	automático	gasolina premium	5
2014 BMW Serie 3 ActiveHybrid 3 A Luxury Line	6	3.0	automático	eléctrico	4
2014 BMW Serie 3 328i	4	2.0	manual	gasolina premium	4
2014 MINI MINI Cooper Salt AT	3	1.5	automático	gasolina premium	3
2014 BMW X5 xDrive35iA M Sport	6	3.0	automático	gasolina premium	5
2014 BMW X3 3.0 xDrive 28iA M Sport AT	4	2.0	automático	gasolina premium	5
2014 BMW Serie 5 535iA Gran Turismo Luxury Line	6	3.0	automático	gasolina premium	5
2014 BMW Z4 Drive18i Design Pure Traction	4	2.0	automático	gasolina premium	2
2014 MINI Countryman S Hot Chili TA	4	1.6	automático	gasolina premium	5
2014 MINI Countryman S Chili TA	4	1.6	automático	gasolina premium	5
2014 BMW X1 2.0 sDrive20iA Business	4	2.0	automático	gasolina premium	5
2014 BMW Serie 3 320iA	4	2.0	automático	gasolina premium	4
2014 MINI MINI 1.6 Cooper Coupe S Chili AT	4	1.6	automático	gasolina premium	3
2014 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2014 BMW Serie 3 328i Sport Line	4	2.0	manual	gasolina premium	4
2014 BMW Serie 3 320iA Sport Line	4	2.0	automático	gasolina premium	4
2014 BMW Serie 4 428iA Sport Line	4	2.0	automático	gasolina premium	2
2014 BMW X3 3.0 xDrive 28iA AT	4	2.0	automático	gasolina premium	5
2014 BMW X5 4.4 xDrive50iA M Sport	8	4.4	automático	gasolina premium	5
2014 BMW Serie 3 328i M Sport	4	2.0	manual	gasolina premium	4
2014 MINI MINI Cooper Pepper AT	3	1.5	automático	gasolina premium	3
2014 BMW Serie 1 118iA M Sport (5ptas)	4	1.6	automático	gasolina premium	5
2014 MINI Countryman John Cooper Works Salt AT	4	1.6	automático	gasolina premium	5
2014 BMW Serie 3 328iA Sport Line	4	2.0	automático	gasolina premium	4
2014 MINI Countryman S Hot Chili All 4 TA	4	1.6	automático	gasolina premium	5
2014 BMW Serie 1 118iA Urban line Automático	4	1.6	automático	gasolina premium	5
2014 BMW X3 3.0 xDrive 28iA Top AT	4	2.0	automático	gasolina premium	5
2014 BMW Serie 4 435iA M Sport	6	3.0	automático	gasolina premium	2
2014 BMW Serie 3 320iA	4	2.0	automático	gasolina premium	4
2014 MINI Paceman Cooper S Paceman Chili AT	4	1.6	automático	gasolina premium	3
2014 BMW X3 3.0 xDrive 28iA M Sport AT	4	2.0	automático	gasolina premium	5
2014 MINI MINI 1.6 Cooper Roadster John Cooper Works	4	1.6	automático	gasolina premium	2
2014 BMW Serie 3 320iA Luxury Line	4	2.0	automático	gasolina premium	4
2014 BMW Serie 3 328i Luxury Line	4	2.0	manual	gasolina premium	4
2014 BMW Serie 3 320iA Luxury Line	4	2.0	automático	gasolina premium	4
2014 BMW Serie 3 328iA	4	2.0	automático	gasolina premium	4
2014 BMW X3 3.0 xDrive 28iA AT	4	2.0	automático	gasolina premium	5
2014 BMW Serie 3 320i	4	2.0	manual	gasolina premium	4
2014 BMW Serie 3 320iA	4	2.0	automático	gasolina premium	4
2014 BMW Serie 3 328i	4	2.0	manual	gasolina premium	4
2014 BMW X5 4.4 xDrive 35iA Excelence	6	3.0	automático	gasolina premium	5
2014 BMW Serie 3 328iA Sport Line	4	2.0	automático	gasolina premium	4
2014 BMW Serie 3 320iA Sport Line	4	2.0	automático	gasolina premium	4
2014 BMW Serie 3 328i Sport Line	4	2.0	manual	gasolina premium	4
2014 BMW Serie 5 520iA	4	2.0	automático	gasolina premium	4
2014 BMW Serie 3 320i	4	2.0	manual	gasolina premium	4
2014 BMW Serie 5 528iA Luxury Line	4	2.0	automático	gasolina premium	4
2014 BMW Serie 1 118i Sport Line	4	1.6	manual	gasolina premium	3
2014 BMW Serie 1 118iA M Sport (5ptas)	4	1.6	automático	gasolina premium	5
2014 BMW Serie 3 320iA	4	2.0	automático	gasolina premium	4
2014 BMW Serie 3 328i Sport Line	4	2.0	manual	gasolina premium	4
2014 BMW Serie 3 320i Sport Line	4	2.0	manual	gasolina premium	4
2014 BMW Serie 1 M135iA (5ptas)	6	3.0	automático	gasolina premium	5
2014 MINI Paceman Cooper S Paceman Chili AT	4	1.6	automático	gasolina premium	3
2014 BMW Serie 3 320iA	4	2.0	automático	gasolina premium	4
2014 BMW X5 4.4 xDrive50iA M Sport	8	4.4	automático	gasolina premium	5
2014 BMW Serie 3 320iA M Sport	4	2.0	automático	gasolina premium	4
2014 BMW Serie 2 M235iA Coupe M Sport AT	6	3.0	automático	gasolina premium	2
2014 BMW Serie 1 118iA Automático	4	1.6	automático	gasolina premium	5
2014 BMW Serie 1 118i M Sport (5ptas)	4	1.6	manual	gasolina premium	5
2014 BMW M X6M	8	4.4	automático	gasolina premium	5
2014 BMW Serie 3 320iA	4	2.0	automático	gasolina premium	4
2014 BMW Serie 3 328iA M Sport	4	2.0	automático	gasolina premium	4
2014 BMW Serie 1 118iA	4	1.6	automático	gasolina premium	3
2014 MINI MINI Cooper S Chili AT	4	2.0	automático	gasolina premium	3
2014 BMW X6 X6M	8	4.4	automático	gasolina premium	5
2014 BMW Serie 6 650iA Gran Coupe AT	8	4.4	automático	gasolina premium	4
2014 BMW Serie 3 328iA	4	2.0	automático	gasolina premium	4
2014 BMW Serie 5 535iA Luxury Line	6	3.0	automático	gasolina premium	4
2014 BMW Serie 3 320i	4	2.0	manual	gasolina premium	4
2014 BMW Serie 3 320i Sport Line	4	2.0	manual	gasolina premium	4
2014 BMW Serie 4 428iA Sport Line	4	2.0	automático	gasolina premium	2
2014 BMW Serie 5 535iA Luxury Line	6	3.0	automático	gasolina premium	4
2014 BMW Serie 3 328iA M Sport	4	2.0	automático	gasolina premium	4
2014 MINI MINI Cooper Salt	3	1.5	manual	gasolina premium	3
2014 BMW Serie 1 118iA Sport line Automático	4	1.6	automático	gasolina premium	5
2014 BMW Serie 3 328iA	4	2.0	automático	gasolina premium	4
2014 BMW Serie 3 320iA	4	2.0	automático	gasolina premium	4
2014 BMW X1 sDrive20iA Sport Line	4	2.0	automático	gasolina premium	5
2014 BMW Serie 3 328i Sport Line	4	2.0	manual	gasolina premium	4
2014 BMW X3 3.0 xDrive 28iA M Sport AT	4	2.0	automático	gasolina premium	5
2014 BMW Serie 1 118iA Automático	4	1.6	automático	gasolina premium	5
2015 BMW Serie 2 220iA Coupe Sport Line AT	4	2.0	automático	gasolina premium	2
2015 BMW Serie 7 760Li	12	6.0	automático	gasolina premium	4
2015 BMW Serie 3 320i Sport Line	4	2.0	manual	gasolina premium	4
2015 MINI MINI Cooper Salt AT	3	1.5	automático	gasolina premium	5
2015 BMW Serie 3 320iA	4	2.0	automático	gasolina premium	4
2015 BMW Serie 2 220iA Coupe Sport Line AT	4	2.0	automático	gasolina premium	2
2015 BMW Serie 3 320iA	4	2.0	automático	gasolina premium	4
2015 BMW X3 3.0 sDrive 20iA AT	4	2.0	automático	gasolina premium	5
2015 BMW X1 sDrive20iA	4	2.0	automático	gasolina premium	5
2015 BMW X3 3.0 xDrive 28iA X Line AT	4	2.0	automático	gasolina premium	5
2015 MINI MINI Cooper Chili AT	3	1.5	automático	gasolina premium	3
2015 BMW Serie 4 435iA M Sport	6	3.0	automático	gasolina premium	2
2015 BMW X4 3.0 xDrive 35iA M Sport AT	6	3.0	automático	gasolina premium	5
2015 MINI MINI 1.6 Cooper Coupe S Hot Chili AT	4	1.6	automático	gasolina premium	3
2015 BMW Serie 5 535iA Gran Turismo Luxury Line	6	3.0	automático	gasolina premium	5
2015 BMW Serie 3 320iA	4	2.0	automático	gasolina premium	4
2015 BMW X3 3.0 xDrive 35iA M Sport AT	6	3.0	automático	gasolina premium	5
2015 BMW Serie 3 328iA Sport Line	4	2.0	automático	gasolina premium	4
2015 BMW X4 3.0 xDrive 35iA M Sport AT	6	3.0	automático	gasolina premium	5
2015 MINI Countryman John Cooper Works Hot Chili AT	4	1.6	automático	gasolina premium	5
2015 BMW Serie 3 320i Sport Line	4	2.0	manual	gasolina premium	4
2015 MINI MINI Cooper S Hot Chili AT	4	2.0	automático	gasolina premium	3
2015 BMW Serie 3 320iA Sport Line	4	2.0	automático	gasolina premium	4
2015 BMW Serie 1 118iA Automático	4	1.6	automático	gasolina premium	5
2015 MINI MINI Cooper S Salt	4	2.0	manual	gasolina premium	5
2015 BMW X6 xDrive35iA AT	6	3.0	automático	gasolina premium	5
2015 MINI MINI Cooper Salt AT	3	1.5	automático	gasolina premium	3
2015 BMW X4 3.0 xDrive 35iA X Line AT	6	3.0	automático	gasolina premium	5
2015 BMW Serie 4 428iA Gran Coupé Luxury Line	4	2.0	automático	gasolina premium	5
2015 BMW X5 4.4 xDrive50iA M Sport	8	4.4	automático	gasolina premium	5
2015 BMW Serie 3 328iA Sport Line	4	2.0	automático	gasolina premium	4
2015 MINI MINI Cooper Chili AT	3	1.5	automático	gasolina premium	3
2015 BMW X4 3.0 xDrive 35iA M Sport AT	6	3.0	automático	gasolina premium	5
2015 BMW X4 3.0 xDrive 35iA M Sport AT	6	3.0	automático	gasolina premium	5
2015 MINI MINI Cooper S Chili AT	4	2.0	automático	gasolina premium	5
2015 BMW Serie 1 118i	4	1.6	manual	gasolina premium	3
2015 MINI MINI Cooper S Hot Chili AT	4	2.0	automático	gasolina premium	5
2015 BMW X3 3.0 xDrive 28iA X Line AT	4	2.0	automático	gasolina premium	5
2015 BMW Serie 3 328iA Sport Line	4	2.0	automático	gasolina premium	4
2015 BMW Serie 2 M235iA Coupe M Sport AT	6	3.0	automático	gasolina premium	2
2015 BMW Serie 2 M235iA Coupe M Sport AT	6	3.0	automático	gasolina premium	2
2015 MINI MINI Cooper S Salt AT	4	2.0	automático	gasolina premium	5
2015 MINI MINI Cooper Salt AT	3	1.5	automático	gasolina premium	3
BMW Series 5 2015			Automatica	Gasolina	
2015 BMW M4 M4 Coupe	6	3.0	manual	gasolina premium	2
2015 BMW Serie 4 428iA Sport Line	4	2.0	automático	gasolina premium	2
2015 BMW Serie 3 328iA Luxury Line	4	2.0	automático	gasolina premium	4
2015 BMW Serie 3 328iA Luxury Line	4	2.0	automático	gasolina premium	4
2015 BMW X6 xDrive50iA M Sport AT	8	4.4	automático	gasolina premium	5
2015 BMW Serie 4 428iA Luxury Line	4	2.0	automático	gasolina premium	2
2015 BMW Serie 2 M235iA Coupe M Sport AT	6	3.0	automático	gasolina premium	2
2015 BMW Serie 4 435iA M Sport	6	3.0	automático	gasolina premium	2
2015 BMW X5 4.4 xDrive 50iA Excelence	8	4.4	automático	gasolina premium	5
2015 BMW Serie 1 M135iA	6	3.0	automático	gasolina premium	3
2015 BMW Serie 5 520iA	4	2.0	automático	gasolina premium	4
2015 MINI MINI Cooper Pepper AT	3	1.5	automático	gasolina premium	5
2015 BMW Serie 4 428iA Gran Coupé Sport Line	4	2.0	automático	gasolina premium	5
2015 BMW Serie 2 M235iA Coupe M Sport AT	6	3.0	automático	gasolina premium	2
2015 BMW Serie 3 320iA	4	2.0	automático	gasolina premium	4
2015 BMW M3 M3 Sedán con toldo en fibra de carbono	6	3.0	manual	gasolina premium	4
2015 BMW X6 xDrive35iA M Sport AT	6	3.0	automático	gasolina premium	5
2015 BMW X3 3.0 xDrive 28iA X Line AT	4	2.0	automático	gasolina premium	5
2015 BMW Serie 4 428iA Gran Coupé Sport Line	4	2.0	automático	gasolina premium	5
2015 BMW Serie 1 118iA	4	1.6	automático	gasolina premium	3
2015 BMW Serie 2 220iA Coupe Sport Line AT	4	2.0	automático	gasolina premium	2
2015 BMW X3 3.0 xDrive 28iA X Line AT	4	2.0	automático	gasolina premium	5
2015 BMW Serie 2 220iA Coupe Sport Line AT	4	2.0	automático	gasolina premium	2
2015 BMW Serie 5 535iA Luxury Line	6	3.0	automático	gasolina premium	4
2015 BMW M4 M4 Convertible	6	3.0	manual	gasolina premium	2
2015 MINI MINI Cooper Pepper AT	3	1.5	automático	gasolina premium	5
2015 BMW Serie 3 328iA Luxury Line	4	2.0	automático	gasolina premium	4
2015 BMW Serie 1 118iA Automático	4	1.6	automático	gasolina premium	5
2015 BMW M4 M4 Coupe	6	3.0	manual	gasolina premium	2
2015 BMW Serie 1 118iA	4	1.6	automático	gasolina premium	3
2015 BMW X5 4.4 xDrive50iA M Sport	8	4.4	automático	gasolina premium	5
2015 BMW X1 sDrive20iA Sport Line	4	2.0	automático	gasolina premium	5
2015 MINI MINI Cooper Salt AT	3	1.5	automático	gasolina premium	5
2015 BMW Serie 2 220iA Coupe Automático	4	2.0	automático	gasolina premium	2
2015 BMW Serie 3 328iA Luxury Line	4	2.0	automático	gasolina premium	4
2015 MINI MINI Cooper Pepper AT	3	1.5	automático	gasolina premium	5
2015 BMW X5 xDrive35iA M Sport	6	3.0	automático	gasolina premium	5
2015 BMW Serie 6 650iA Coupe M Sport AT	8	4.4	automático	gasolina premium	2
2015 BMW Serie 3 320iA Sport Line	4	2.0	automático	gasolina premium	4
2015 BMW Serie 1 118iA Sport Line	4	1.6	automático	gasolina premium	3
2015 MINI MINI Cooper S Salt	4	2.0	manual	gasolina premium	5
2015 MINI MINI Cooper Convertible Pepper AT	4	1.6	automático	gasolina premium	2
2015 MINI MINI Cooper Pepper AT	3	1.5	automático	gasolina premium	5
2015 BMW X3 3.0 sDrive 20iA AT	4	2.0	automático	gasolina premium	5
2015 BMW M3 M3	6	3.0	manual	gasolina premium	4
2015 BMW Serie 4 428iA Gran Coupé Sport Line	4	2.0	automático	gasolina premium	5
2015 BMW X5 4.4 xDrive 50iA Excelence	8	4.4	automático	gasolina premium	5
2015 BMW Serie 3 328i Sport Line	4	2.0	manual	gasolina premium	4
2015 BMW Serie 6 650i Cabrio M Sport AT	8	4.4	automático	gasolina premium	2
2015 BMW Serie 3 328iA Sport Line	4	2.0	automático	gasolina premium	4
2015 BMW X4 3.0 xDrive 35iA M Sport AT	6	3.0	automático	gasolina premium	5
2015 BMW X3 3.0 sDrive 20iA AT	4	2.0	automático	gasolina premium	5
2015 BMW Serie 3 320iA	4	2.0	automático	gasolina premium	4
2015 MINI MINI Cooper Pepper	3	1.5	manual	gasolina premium	5
2015 BMW X1 sDrive20iA X Line	4	2.0	automático	gasolina premium	5
2015 BMW X3 3.0 sDrive 20iA AT	4	2.0	automático	gasolina premium	5
2015 BMW X4 3.0 xDrive 35iA M Sport AT	6	3.0	automático	gasolina premium	5
2015 BMW Serie 4 428iA Gran Coupé Sport Line	4	2.0	automático	gasolina premium	5
2015 BMW Serie 4 428iA Sport Line	4	2.0	automático	gasolina premium	2
2015 BMW Serie 3 320iA	4	2.0	automático	gasolina premium	4
2015 BMW X3 3.0 sDrive 20iA AT	4	2.0	automático	gasolina premium	5
2015 MINI MINI Cooper Pepper AT	3	1.5	automático	gasolina premium	5
2015 BMW Serie 2 M235iA Coupe M Sport AT	6	3.0	automático	gasolina premium	2
2015 MINI Countryman S Hot Chili LCI TM	4	1.6	manual	gasolina premium	5
2015 BMW X5 4.4 xDrive50iA M Sport	8	4.4	automático	gasolina premium	5
2015 BMW Serie 4 428iA Gran Coupé Sport Line	4	2.0	automático	gasolina premium	5
2016 BMW Serie 4 435iA Gran Coupé M Sport	6	3.0	automático	gasolina premium	5
2016 BMW Serie 4 420iA Gran Coupe	4	2.0	automático	gasolina	5
2016 BMW Serie 4 420iA Gran Coupe	4	2.0	automático	gasolina	5
2016 BMW X5 xDrive35iA M Sport	6	3.0	automático	gasolina premium	5
2016 BMW X6 xDrive50iA M Sport AT	8	4.4	automático	gasolina premium	5
2016 BMW Serie 3 330iA Sport Line	4	2.0	automático	gasolina premium	4
2016 BMW Serie 3 330iA Luxury Line	4	2.0	automático	gasolina premium	4
2016 BMW X6 xDrive35iA Extravagance AT	6	3.0	automático	gasolina premium	5
2016 MINI MINI Cooper S Hot Chili AT	4	2.0	automático	gasolina premium	5
2016 BMW Serie 5 520iA	4	2.0	automático	gasolina premium	4
2016 BMW Serie 3 320iA	4	2.0	automático	gasolina premium	4
2016 MINI MINI Cooper S Convertible Hot Chili AT	4	2.0	automático	gasolina	2
2016 BMW Serie 2 220iA Coupe Sport Line AT	4	2.0	automático	gasolina premium	2
2016 MINI MINI Cooper Salt AT	3	1.5	automático	gasolina premium	5
2016 BMW Serie 3 320iA	4	2.0	automático	gasolina premium	4
2016 MINI MINI 2.0 John Cooper Works Chili AT	4	2.0	automático	gasolina	3
2016 BMW Serie 3 330iA M Sport	4	2.0	automático	gasolina premium	4
2016 BMW Series 2 Active Tourer 220i	4	2.0	automático	gasolina premium	5
2016 BMW Serie 4 420iA	4	2.0	automático	gasolina	2
2016 BMW Serie 3 320iA	4	2.0	automático	gasolina premium	4
2016 BMW X1 sDrive20iA X Line	4	2.0	automático	gasolina premium	5
2016 MINI MINI 1.6 Cooper Coupe S Hot Chili MT	4	1.6	manual	gasolina premium	3
2016 MINI MINI Cooper Chili AT	3	1.5	automático	gasolina premium	3
2016 BMW Serie 4 428iA Luxury Line	4	2.0	automático	gasolina premium	2
2016 BMW Serie 4 435iA Gran Coupé M Sport	6	3.0	automático	gasolina premium	5
2016 BMW Serie 4 420iA Gran Coupe	4	2.0	automático	gasolina	5
2016 BMW Serie 4 420iA Gran Coupe	4	2.0	automático	gasolina	5
2016 BMW Serie 1 120iA Urban Line AT	4	1.6	automático	gasolina premium	3
2016 MINI MINI Cooper S Salt AT	4	2.0	automático	gasolina premium	3
2016 BMW Serie 5 520iA	4	2.0	automático	gasolina premium	4
2016 BMW X3 3.0 sDrive 20iA AT	4	2.0	automático	gasolina premium	5
2016 BMW X5 3.0 xDrive 35iA	6	3.0	automático	gasolina premium	5
2016 MINI MINI Cooper Pepper AT	3	1.5	automático	gasolina premium	5
2016 BMW Serie 5 535iA Luxury Line	6	3.0	automático	gasolina premium	4
2016 BMW X3 3.0 sDrive 20iA AT	4	2.0	automático	gasolina premium	5
2016 BMW Series 2 Active Tourer 220i	4	2.0	automático	gasolina premium	5
2016 BMW X6 xDrive35iA M Sport AT	6	3.0	automático	gasolina premium	5
