This is the collection of Ford vehicles on mercadolibre website
Vehicle	Year	Type	Engine	Transmission	Fuel Type	Door	Link
Ford Expedition 5.4 Limited 4x4 Mt 1997 - $ 47,000.00	1997	SUV	5.4	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635016339-ford-expedition-54-limited-4x4-mt-1997-_JM
Ford Escort 1.6 Lx Lujo Aa At - $ 18,000.00	1997	Coupé	1.6	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634148400-ford-escort-16-lx-lujo-aa-at-_JM
Ford Mustang 4.6 Gt Equipado Piel Cd At 1997 - $ 42,000.00	1997	Convertible	4.6	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-636928735-ford-mustang-46-gt-equipado-piel-cd-at-1997-_JM
Ford F-150 4.2 Xlt V6 Mt - $ 55,000.00	1997	Pick-Up	4.2	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-637124700-ford-f-150-42-xlt-v6-mt-_JM
Ford Grand Marquis - $ 45,000.00	1997	Sedán	8 cilindros	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634916278-ford-grand-marquis-_JM
Ford Expedition 4.6 Xlt Plus Tela At 1997 - $ 48,000.00	1997	SUV	4.6	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634301729-ford-expedition-46-xlt-plus-tela-at-1997-_JM
Ford Expedition 5.4 Limited 4x4 Mt 1997 - $ 42,500.00	1997	SUV	5.4	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635757284-ford-expedition-54-limited-4x4-mt-1997-_JM
Ford F-150 4.2 Xlt V6 Mt 1997 - $ 65,000.00	1997	Pick-Up	4.2	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-636837148-ford-f-150-42-xlt-v6-mt-1997-_JM
Ford F-150 Cabina 1/2  - $ 65,000.00	1997				Gasolina	3	https://auto.mercadolibre.com.mx/MLM-637233404-ford-f-150-cabina-12-_JM
Ford Explorer Xlt S V8 - $ 33,000.00	1997	SUV	4.6	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634006134-ford-explorer-xlt-s-v8-_JM
Ford Escort 1.6 Lx Tipico Aa At 1997 - $ 26,500.00	1997	Coupé	1.6	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635735470-ford-escort-16-lx-tipico-aa-at-1997-_JM
Ford 1997 Lincoln Town Car Sedan 1997 - $ 90,000.00	1997				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634591189-ford-1997-lincoln-town-car-sedan-1997-_JM
Ford Windstar Gl Plus Aa Tras. Ee Mt 1997 - $ 19,000.00	1997	Van	3.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635696919-ford-windstar-gl-plus-aa-tras-ee-mt-1997-_JM
Ford Mustang 4.6 Gt Equipado Piel Cd At 1997 - $ 55,000.00	1997	Convertible	4.6	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-635215515-ford-mustang-46-gt-equipado-piel-cd-at-1997-_JM
Ford Taurus - $ 19,000.00	1997			Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637156606-ford-taurus-_JM
Ford Lobo 4.6 Xlt Cabina Media 4x2 Mt 1997 - $ 42,000.00	1997	Pick-Up	4.6	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-633727217-ford-lobo-46-xlt-cabina-media-4x2-mt-1997-_JM
Ford Mustang 3.9 V6 - $ 37,000.00	1997				Gasolina	3	https://auto.mercadolibre.com.mx/MLM-635113102-ford-mustang-39-v6-_JM
Ford Explorer 4.0 Xlt 4x4  - $ 38,000.00	1997	Vagoneta	4.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-636639271-ford-explorer-40-xlt-4x4-_JM
Ford Lobo 4x4 Cabina Y Media - $ 80,000.00	1997	Todo terreno		Automática	Gasolina	3	https://auto.mercadolibre.com.mx/MLM-635856312-ford-lobo-4x4-cabina-y-media-_JM
Ford Ranger Xlt Cabina Regular Lwb Mt 1997 - $ 40,000.00	1997	Pick-Up	4.0	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-637235191-ford-ranger-xlt-cabina-regular-lwb-mt-1997-_JM
Ford Sable 1997 - $ 20,000.00	1997				Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634492260-ford-sable-1997-_JM
Ford F-150 Cabina Y Media 7 Birlos 4x4 98 - $ 75,000.00	1998	Pick-Up	5.4	Automática	Gasolina	3	https://auto.mercadolibre.com.mx/MLM-624884641-ford-f-150-cabina-y-media-7-birlos-4x4-98-_JM
Ford Explorer 4.0 3p Sport V6 4x2 Mt 1998 - $ 39,000.00	1998	SUV	4.0	Manual	Gasolina	3	https://auto.mercadolibre.com.mx/MLM-632930318-ford-explorer-40-3p-sport-v6-4x2-mt-1998-_JM
Ford Mercury 6 Cilindro 7 Pasajer - $ 32,000.00	1998				Gasolina	5	https://auto.mercadolibre.com.mx/MLM-632580559-ford-mercury-6-cilindro-7-pasajer-_JM
Ford F-150 4.2 Xl V6 At 1998 - $ 90,000.00	1998	Pick-Up	4.2	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-635366174-ford-f-150-42-xl-v6-at-1998-_JM
Ford Escort Zx2 Coupe Equipado 5vel (negociable) - $ 34,000.00	1998	Coupé	2.0	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-634737377-ford-escort-zx2-coupe-equipado-5vel-negociable-_JM
Ford Focus 2.0 L St Mt 2017 - $ 450,000.00	2017	Hatchback	2.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635569685-ford-focus-20-l-st-mt-2017-_JM
Ford Focus 2.0 L St Mt - $ 500,000.00	2017	Hatchback	2.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-632230875-ford-focus-20-l-st-mt-_JM
Ford Mystique - $ 28,000.00	1998	Sedán	3.6	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-637016839-ford-mystique-_JM
Ford Ranger Pickup Xlt V6 5vel Super Cab Mt 1998 - $ 75,000.00	1998	Pick-Up	4.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635746511-ford-ranger-pickup-xlt-v6-5vel-super-cab-mt-1998-_JM
Ford Focus 2.0 L St Mt - $ 340,000.00	2016	Hatchback	2.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635165059-ford-focus-20-l-st-mt-_JM
Ford Windstar Gl Plus Aa Tras. Ee Mt 1998 - $ 39,500.00	1998	Van	3.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634617588-ford-windstar-gl-plus-aa-tras-ee-mt-1998-_JM
Ford Focus 2.0 L St Mt 36 Meses Sin Intereses Mas Gran Bono - $ 582,700.00	2017	Hatchback	2.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635279102-ford-focus-20-l-st-mt-36-meses-sin-intereses-mas-gran-bono-_JM
Ford Focus 2.0 L St Mt 2017 - $ 449,000.00	2017	Hatchback	2.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-637507871-ford-focus-20-l-st-mt-2017-_JM
Ford Contour 1998  Automatico - $ 19,000.00	1998	Sedán	2.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636002696-ford-contour-1998-automatico-_JM
Ford Escort - $ 20,000.00	1998	Sedán	2.0		Gasolina	4	https://auto.mercadolibre.com.mx/MLM-630872340-ford-escort-_JM
Ford Ranger, Standard, Cabina Y Media 4 Puertas - $ 89,499.00	1998		3.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-631644113-ford-ranger-standard-cabina-y-media-4-puertas-_JM
Ford Mustang 1998 - $ 49,000.00	1998	Coupé	4.0	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-635885450-ford-mustang-1998-_JM
Windstar 1998 - $ 33,000.00	1998			Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633460583-windstar-1998-_JM
Ford Explorer 4.0 Xlt V6 Piel 4x2 Mt 1998 - $ 37,000.00	1998	SUV	4.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-630172341-ford-explorer-40-xlt-v6-piel-4x2-mt-1998-_JM
Ford Mustang 4.6 Gt Equipado Convertible Mt 1998 - $ 28,000.00	1998	Convertible	4.6	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-635087990-ford-mustang-46-gt-equipado-convertible-mt-1998-_JM
Ford Explorer 4.0 Sport V6 4x4 - $ 45,000.00	1998	Vagoneta	4.0	Automática	Gasolina	3	https://auto.mercadolibre.com.mx/MLM-634762943-ford-explorer-40-sport-v6-4x4-_JM
Ford Explorer 4.0 Xlt V6 Tela 4x2 Mt 1998 - $ 38,000.00	1998	SUV	4.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635095684-ford-explorer-40-xlt-v6-tela-4x2-mt-1998-_JM
Ford Grand Marquis 1998 - $ 45,000.00	1998	Sedán	5.2	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637504564-ford-grand-marquis-1998-_JM
Ford Econoline - $ 150,000.00	1998	Van		Automática	Gasolina	6	https://auto.mercadolibre.com.mx/MLM-636905620-ford-econoline-_JM
Ford Expedition 4.6 Xlt Plus Tela At 1998 - $ 65,500.00	1998	SUV	4.6	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634569948-ford-expedition-46-xlt-plus-tela-at-1998-_JM
Ford Expedition 4.6 Xlt Plus Tela At 1998 - $ 35,000.00	1998	SUV	4.6	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-636827694-ford-expedition-46-xlt-plus-tela-at-1998-_JM
Ford F-150 - $ 86,500.00	1998	Pick-Up	v8 4.6 litros	Automática	Gasolina	3	https://auto.mercadolibre.com.mx/MLM-632641800-ford-f-150-_JM
Ford Mystique V6 Piel - $ 25,500.00	1998				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633610398-ford-mystique-v6-piel-_JM
Ford Lobo 1998 - $ 85,000.00	1998				Gasolina	2	https://auto.mercadolibre.com.mx/MLM-635123936-ford-lobo-1998-_JM
Ford Contour 2.0 Gl Base L4 5vel Mt 1998 - $ 17,000.00	1998	Sedán	2.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634619155-ford-contour-20-gl-base-l4-5vel-mt-1998-_JM
Ford Windstar 98 - $ 18,000.00	1998	Van	3.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634611984-ford-windstar-98-_JM
Ford Mystique Automatico - $ 20,000.00	1998			Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634404088-ford-mystique-automatico-_JM
Ford Econoline 1998 - $ 37,000.00	1998			Automática	Gasolina	6	https://auto.mercadolibre.com.mx/MLM-634184508-ford-econoline-1998-_JM
Ford Expedition 4.6 Xlt Plus Tela At 1998 - $ 32,000.00	1998	SUV	4.6	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-636910465-ford-expedition-46-xlt-plus-tela-at-1998-_JM
Ford Expedition 5.4 Eddie Bauer Piel 4x2 At - $ 49,900.00	1998	SUV	5.4	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634672133-ford-expedition-54-eddie-bauer-piel-4x2-at-_JM
Ford Explorer 5.0lt Eddiebauer Awd - $ 49,000.00	1998				Gasolina	5	https://auto.mercadolibre.com.mx/MLM-637519201-ford-explorer-50lt-eddiebauer-awd-_JM
Ford F-150 - $ 150,000.00	1998				Gasolina	2	https://auto.mercadolibre.com.mx/MLM-631292432-ford-f-150-_JM
Ford Windstar - $ 30,000.00	1998	Van		Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635684768-ford-windstar-_JM
Ford Windstar 0 - $ 40,000.00	1998				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636965991-ford-windstar-0-_JM
Ford Crown Victoria Interceptor Police - $ 53,500.00	1998				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636940991-ford-crown-victoria-interceptor-police-_JM
Ford F-150 F 150 King-cab Caja  - $ 57,800.00	1998				Gasolina	3	https://auto.mercadolibre.com.mx/MLM-635137846-ford-f-150-f-150-king-cab-caja-_JM
Ford Mustang 3.8 V6 - $ 48,000.00	1998				Gasolina	3	https://auto.mercadolibre.com.mx/MLM-635805123-ford-mustang-38-v6-_JM
Ford Escort Zx2 At 1998 - $ 15,000.00	1998	Sedán	2.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635999611-ford-escort-zx2-at-1998-_JM
Ford Explorer Xlt Control Trac - $ 20,000.00	1998	Vagoneta	4.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-630950239-ford-explorer-xlt-control-trac-_JM
Ford Expedition 5.4 Eddie Bauer Piel 4x2 At - $ 50,000.00	1998	SUV	5.4	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-637275250-ford-expedition-54-eddie-bauer-piel-4x2-at-_JM
Ford Windstar Gl Plus Aa Tras. Ee Mt - $ 33,000.00	1998	Van	3.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634698456-ford-windstar-gl-plus-aa-tras-ee-mt-_JM
Ford Escort 1.6 Lx Tipico 5vel Aa Mt 1998 - $ 30,000.00	1998	Coupé	1.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634350106-ford-escort-16-lx-tipico-5vel-aa-mt-1998-_JM
Ford Ranger Pickup Xlt V6 5vel Super Cab Mt 1998 - $ 90,499.00	1998	Pick-Up	4.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637509365-ford-ranger-pickup-xlt-v6-5vel-super-cab-mt-1998-_JM
Ford Windstar Gl Base Mt 1998 - $ 28,000.00	1998	Van	3.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636222319-ford-windstar-gl-base-mt-1998-_JM
Ford Windstar Gl Plus Mt 1998 - $ 40,000.00	1998	Van	3.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-631859519-ford-windstar-gl-plus-mt-1998-_JM
Ford Lobo 1998 - $ 65,000.00	1998				Gasolina	3	https://auto.mercadolibre.com.mx/MLM-634325631-ford-lobo-1998-_JM
Ford Explorer V6 1998 - $ 28,000.00	1998	SUV	4.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-636895335-ford-explorer-v6-1998-_JM
Ford Explorer 5.0l Xlt V8 Piel 4x4 Mt 1998 - $ 39,500.00	1998	SUV	5.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634015242-ford-explorer-50l-xlt-v8-piel-4x4-mt-1998-_JM
Ford F-150 8v - $ 65,000.00	1998				Gasolina	3	https://auto.mercadolibre.com.mx/MLM-636742688-ford-f-150-8v-_JM
Ford Windstar Lx Base Mt 1998 - $ 30,000.00	1998	Van	3.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635408675-ford-windstar-lx-base-mt-1998-_JM
Ford Contour 2.5 Gl Base V6 At   Automático - $ 28,000.00	1998	Sedán	2.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636836283-ford-contour-25-gl-base-v6-at-automatico-_JM
Ford F-150 4.2 Xl V6 At 1998 - $ 85,000.00	1998	Pick-Up	4.2	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-634385310-ford-f-150-42-xl-v6-at-1998-_JM
Ford Windstar Gl Base Mt Aut. - $ 30,000.00	1998	Van	3.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634041778-ford-windstar-gl-base-mt-aut-_JM
Ford Explorer 4.0 Xlt V6 Piel 4x2 Mt 1998 - $ 38,000.00	1998	SUV	4.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635258697-ford-explorer-40-xlt-v6-piel-4x2-mt-1998-_JM
Ford Expedition 4.6 Xlt Plus Tela At 1998 - $ 45,000.00	1998	SUV	4.6	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635557565-ford-expedition-46-xlt-plus-tela-at-1998-_JM
Ford Mystique Mercury  - $ 31,000.00	1998				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635670205-ford-mystique-mercury-_JM
Ford Expedition 4.6 Xlt Plus Tela At 1998 - $ 38,000.00	1998	SUV	4.6	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-633658234-ford-expedition-46-xlt-plus-tela-at-1998-_JM
Ford F-150 - $ 67,000.00	1998				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637403655-ford-f-150-_JM
Remato Ford Explorer Vagoneta 4x2 At 1998 - $ 19,000.00	1998	Vagoneta	4.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635859883-remato-ford-explorer-vagoneta-4x2-at-1998-_JM
Ford Windstar - $ 35,000.00	1998				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635552733-ford-windstar-_JM
Ford F-150 - $ 63,000.00	1998		6 cilindros	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-634079764-ford-f-150-_JM
Ford Focus 2.0 L St Mt 2016 - $ 300,000.00	2016	Hatchback	2.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-631413698-ford-focus-20-l-st-mt-2016-_JM
Ford Escort 2.0 Lx Tipico Automatico 4p - $ 25,000.00	1998	Coupé	1.6	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634793697-ford-escort-20-lx-tipico-automatico-4p-_JM
Ford F-150 - $ 70,000.00	1998	Pick-Up	4.6	Automática	Gasolina	3	https://auto.mercadolibre.com.mx/MLM-636424713-ford-f-150-_JM
Ford Windstar Lx Base Mt 1998 - $ 49,900.00	1998	Van	3.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636006812-ford-windstar-lx-base-mt-1998-_JM
Ford Explorer 4.0 3p Sport V6 4x2 Mt 1998 - $ 38,000.00	1998	SUV	4.0	Manual	Gasolina	3	https://auto.mercadolibre.com.mx/MLM-637580379-ford-explorer-40-3p-sport-v6-4x2-mt-1998-_JM
Ford Mystique - $ 23,000.00	1998			Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635425001-ford-mystique-_JM
Ford Fiesta 1.3 Base Mt 1998 - $ 34,500.00	1998	Hatchback	1.3	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-633908725-ford-fiesta-13-base-mt-1998-_JM
Ford Mustang 3.8 6v  - $ 40,000.00	1998				Gasolina	3	https://auto.mercadolibre.com.mx/MLM-634062702-ford-mustang-38-6v-_JM
Ford Expedition 5.4 Eddie Bauer Piel 4x2 At - $ 50,000.00	1998	SUV	5.4	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635246985-ford-expedition-54-eddie-bauer-piel-4x2-at-_JM
Ford Expedition 4.6 Xlt Plus Tela At - $ 45,000.00	1998	SUV	4.6	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-636219475-ford-expedition-46-xlt-plus-tela-at-_JM
Ford Mercury - $ 45,000.00	1998		6 cilindros	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634323014-ford-mercury-_JM
Ford Windstar Lx Piel Mt 1998 - $ 26,500.00	1998	Van	3.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635310989-ford-windstar-lx-piel-mt-1998-_JM
Ford Explorer 4.0 3p Sport V6 4x2 Mt 1998 - $ 38,000.00	1998	SUV	4.0	Manual	Gasolina	3	https://auto.mercadolibre.com.mx/MLM-635561566-ford-explorer-40-3p-sport-v6-4x2-mt-1998-_JM
Ford F-250 4.6 Xlt V8 Mt Mexicana - $ 35,000.00	1998	Pick-Up	4.6	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-635526461-ford-f-250-46-xlt-v8-mt-mexicana-_JM
Ford Mustang 4.6 Gt Equipado Piel Cd At 1998 - $ 73,500.00	1998	Convertible	4.6	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-636588842-ford-mustang-46-gt-equipado-piel-cd-at-1998-_JM
Ford Escort Tipico Ta - $ 23,000.00	1998	Vagoneta	1.8	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-635672947-ford-escort-tipico-ta-_JM
Ford Ranger 2.3 Xl Cabina Regular Lwb Mt - $ 70,000.00	1998	Pick-Up	2.3	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-635025764-ford-ranger-23-xl-cabina-regular-lwb-mt-_JM
Ford Expedition 5.4 Xlt Plus Piel At 1998 - $ 36,000.00	1998	SUV	5.4	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-636608296-ford-expedition-54-xlt-plus-piel-at-1998-_JM
Ford Escort 1.6 Lx Tipico At 1998 - $ 27,000.00	1998	Sedán	1.6	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633624292-ford-escort-16-lx-tipico-at-1998-_JM
Ford Expedition 5.4 Eddie Bauer Piel 4x2 At 1998 - $ 80,000.00	1998	SUV	5.4	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635315531-ford-expedition-54-eddie-bauer-piel-4x2-at-1998-_JM
Ford Contour 2.0 Gl Base L4 5vel B/a Mt 1998 - $ 18,000.00	1998	Sedán	2.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634720445-ford-contour-20-gl-base-l4-5vel-ba-mt-1998-_JM
Ford Windstar Lx Piel Mt 1998 - $ 36,000.00	1998	Van	3.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636763652-ford-windstar-lx-piel-mt-1998-_JM
Ford Ford Gt Coupe 2 Puertas - $ 48,000.00	1998				Gasolina	2	https://auto.mercadolibre.com.mx/MLM-636722110-ford-ford-gt-coupe-2-puertas-_JM
Ford Mustang 4.6 Gt Base Tela At 1998 - $ 18,000.00	1998	Convertible	4.6	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-636891287-ford-mustang-46-gt-base-tela-at-1998-_JM
Ford Escort Ford Escort - $ 15,000.00	1998	Vagoneta	1.8	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635791610-ford-escort-ford-escort-_JM
Ford Explorer V8 4x2 - $ 37,000.00	1998	Vagoneta	4.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635202185-ford-explorer-v8-4x2-_JM
Ford Explorer 5.0l Xlt V8 Piel 4x4 Mt 1998 - $ 45,000.00	1998	SUV	5.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635977872-ford-explorer-50l-xlt-v8-piel-4x4-mt-1998-_JM
Ford F-150 Xlcabina Regular 4x2 - $ 68,000.00	1998				Gasolina	2	https://auto.mercadolibre.com.mx/MLM-633819177-ford-f-150-xlcabina-regular-4x2-_JM
Ford Expedition 5.4 Xlt Plus Piel At 1998 - $ 57,000.00	1998	SUV	5.4	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-636925221-ford-expedition-54-xlt-plus-piel-at-1998-_JM
Ford F-250 4.6 Xlt V8 Mt 1998 - $ 65,500.00	1998	Pick-Up	4.6	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-634304465-ford-f-250-46-xlt-v8-mt-1998-_JM
Ford Econoline 1998 - $ 59,500.00	1998				Gasolina	2	https://auto.mercadolibre.com.mx/MLM-634977485-ford-econoline-1998-_JM
Ford Contour 2.0 Gl Power L4 5vel B/a Mt 1998 - $ 26,000.00	1998	Sedán	2.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636037888-ford-contour-20-gl-power-l4-5vel-ba-mt-1998-_JM
Ford Escort 2.0 Lx Austero 5vel Mt - $ 25,000.00	1998	Coupé	1.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635243112-ford-escort-20-lx-austero-5vel-mt-_JM
Ford Contour 2.5 Gl Base V6 B/a At 1998 - $ 15,000.00	1998	Sedán	2.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634593865-ford-contour-25-gl-base-v6-ba-at-1998-_JM
Ford Ranger Pickup Xlt L4 5vel Mt 1998 - $ 46,000.00	1998	Pick-Up	4.0	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-634343520-ford-ranger-pickup-xlt-l4-5vel-mt-1998-_JM
Ford Mustang 4.6 Gt - $ 50,000.00	1998	Convertible	4.6	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-636789325-ford-mustang-46-gt-_JM
Ford Mustang Cobra - $ 105,000.00	1998	Coupé	4.0	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-633653042-ford-mustang-cobra-_JM
Ford Mustang 4.6 Gt Equipado Piel Cd At 1998 - $ 60,000.00	1998	Convertible	4.6	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-633613897-ford-mustang-46-gt-equipado-piel-cd-at-1998-_JM
Ford Escort Vagoneta At - $ 25,000.00	1998	Vagoneta	1.8	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-637520566-ford-escort-vagoneta-at-_JM
Ford Contour 2.5 Gl Base V6 At - $ 24,000.00	1998	Sedán	2.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635448062-ford-contour-25-gl-base-v6-at-_JM
Ford Explorer 4.0 Xlt V6 Tela 4x2 Mt 1998 - $ 40,000.00	1998	SUV	4.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635787481-ford-explorer-40-xlt-v6-tela-4x2-mt-1998-_JM
Camioneta Ford Windstar 1998 A Negociar Chiapas - $ 30,000.00	1998	Vagoneta	6 Cilindros	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637509031-camioneta-ford-windstar-1998-a-negociar-chiapas-_JM
Ford Windstar Gl Plus Mt 1998 23.600 - $ 23,600.00	1998	Van	3.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635029354-ford-windstar-gl-plus-mt-1998-23600-_JM
Ford Windstar - $ 36,000.00	1998				Gasolina	3	https://auto.mercadolibre.com.mx/MLM-636966977-ford-windstar-_JM
Ford Contour 2.5 Gl Base V6 At 1998 - $ 25,000.00	1998	Sedán	2.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634362377-ford-contour-25-gl-base-v6-at-1998-_JM
Ford Escort Zx2 - $ 18,000.00	1998	Coupé	2.0	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-635358216-ford-escort-zx2-_JM
Ford Windstar 3.8 En Partes - $ 15,000.00	1998	Van	3.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635534715-ford-windstar-38-en-partes-_JM
Ford Windstar 3.0 Se+fes Piel 4 Pts. Mt 1998 - $ 20,000.00	1998	Van	3.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634850165-ford-windstar-30-sefes-piel-4-pts-mt-1998-_JM
Ford Fusion 2.0 Se Luxury Plus Piel 2017 - $ 349,500.00	2017	Sedán	2.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-629453828-ford-fusion-20-se-luxury-plus-piel-2017-_JM
Ford Focus Se 2017 Precio De Remate - $ 260,500.00	2017	Sedán	2.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-615445389-ford-focus-se-2017-precio-de-remate-_JM
Ford F-250 - $ 86,000.00	1999	Pick-Up	4.6 LTS	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-631982629-ford-f-250-_JM
Ford Fusion 2016 - $ 263,000.00	2016	Sedán	2.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-632324236-ford-fusion-2016-_JM
